Gene stable ID	Gene start (bp)	Gene end (bp)
WBGene00172477	14829892	14829912
WBGene00172478	14753043	14753063
WBGene00172479	15788292	15788312
WBGene00172480	13722606	13722626
WBGene00172482	17028260	17028280
WBGene00172484	5524271	5524291
WBGene00172485	14552504	14552524
WBGene00172486	16030589	16030609
WBGene00172487	15792475	15792495
WBGene00172488	14194059	14194079
WBGene00172489	14411490	14411510
WBGene00172490	6971824	6971844
WBGene00172491	5529507	5529527
WBGene00172492	15683031	15683051
WBGene00172493	14286674	14286694
WBGene00172494	2843879	2843899
WBGene00172495	15566701	15566721
WBGene00172496	16071583	16071603
WBGene00172497	4947858	4947878
WBGene00172498	15808202	15808222
WBGene00172499	16476739	16476759
WBGene00172500	14323293	14323313
WBGene00172501	15259516	15259536
WBGene00172502	15279157	15279177
WBGene00172503	6412889	6412909
WBGene00172504	15099167	15099187
WBGene00172505	5600781	5600801
WBGene00172507	16081038	16081058
WBGene00172508	15897980	15898000
WBGene00172509	5095664	5095684
WBGene00172510	16350555	16350575
WBGene00172512	15075075	15075095
WBGene00172513	5569200	5569220
WBGene00172514	5337044	5337064
WBGene00172515	13700860	13700880
WBGene00172516	6572388	6572408
WBGene00172517	5380883	5380903
WBGene00172518	14438429	14438449
WBGene00172521	15493280	15493300
WBGene00172523	4945423	4945443
WBGene00172524	15087012	15087032
WBGene00172525	16259003	16259023
WBGene00172526	16050255	16050275
WBGene00172527	17202030	17202050
WBGene00172528	5635263	5635283
WBGene00172529	14368715	14368735
WBGene00172530	15980587	15980607
WBGene00172531	5053078	5053098
WBGene00172532	12326474	12326494
WBGene00172533	16600395	16600415
WBGene00172534	14746837	14746857
WBGene00172536	5479318	5479338
WBGene00172537	14367707	14367727
WBGene00172538	15349876	15349896
WBGene00172539	16453423	16453443
WBGene00172540	15490912	15490932
WBGene00172541	13683391	13683411
WBGene00172542	15792474	15792494
WBGene00172543	15813346	15813366
WBGene00172545	6765381	6765401
WBGene00172546	6394563	6394583
WBGene00172547	15155205	15155225
WBGene00172548	13895714	13895734
WBGene00172549	16820182	16820202
WBGene00172550	15571489	15571509
WBGene00172551	16442423	16442443
WBGene00172552	15822918	15822938
WBGene00172553	5628530	5628550
WBGene00172554	13907297	13907317
WBGene00172555	17048712	17048732
WBGene00172556	15479459	15479479
WBGene00172557	6069424	6069444
WBGene00172558	13610748	13610768
WBGene00172559	16564535	16564555
WBGene00172560	5340304	5340324
WBGene00172561	16068463	16068483
WBGene00172562	16069293	16069313
WBGene00172563	15761411	15761431
WBGene00172564	5648619	5648639
WBGene00172565	6438791	6438811
WBGene00172566	16118922	16118942
WBGene00172567	14654039	14654059
WBGene00172568	14273215	14273235
WBGene00172569	15811660	15811680
WBGene00172571	14263194	14263214
WBGene00172572	14642813	14642833
WBGene00172573	16670002	16670022
WBGene00172574	16083376	16083396
WBGene00172575	13897825	13897845
WBGene00172576	15105131	15105151
WBGene00172577	15944529	15944549
WBGene00172578	15264337	15264357
WBGene00172579	16787523	16787543
WBGene00172580	15614607	15614627
WBGene00172581	15128104	15128124
WBGene00172582	13759244	13759264
WBGene00172583	14167728	14167748
WBGene00172584	17193635	17193655
WBGene00172585	15706203	15706223
WBGene00172586	16097147	16097167
WBGene00172587	14310340	14310360
WBGene00172588	14609437	14609457
WBGene00172589	16190419	16190439
WBGene00172590	13168027	13168047
WBGene00172591	6049890	6049910
WBGene00172592	6648295	6648315
WBGene00172593	5142125	5142145
WBGene00172594	9132340	9132360
WBGene00172595	15281292	15281312
WBGene00172596	14248973	14248993
WBGene00172597	13646532	13646552
WBGene00172599	14172808	14172828
WBGene00172600	6623520	6623540
WBGene00172601	17019179	17019199
WBGene00172602	15874544	15874564
WBGene00172603	14345270	14345290
WBGene00172605	15957378	15957398
WBGene00172606	13827466	13827486
WBGene00172607	16173162	16173182
WBGene00172608	14312901	14312921
WBGene00172609	13749199	13749219
WBGene00172610	14874123	14874143
WBGene00172611	6858068	6858088
WBGene00172612	5898102	5898122
WBGene00172613	15848326	15848346
WBGene00172614	5013724	5013744
WBGene00172615	15699652	15699672
WBGene00172616	17050555	17050575
WBGene00172617	16835237	16835257
WBGene00172618	17469644	17469664
WBGene00172619	6575052	6575072
WBGene00172620	13747812	13747832
WBGene00172621	14032387	14032407
WBGene00172622	14242017	14242037
WBGene00172624	14634513	14634533
WBGene00172625	6510467	6510487
WBGene00172626	14600047	14600067
WBGene00172627	14312409	14312429
WBGene00172628	6396222	6396242
WBGene00172629	17071031	17071051
WBGene00172630	17214932	17214952
WBGene00172631	15432626	15432646
WBGene00172632	14445084	14445104
WBGene00172633	14344837	14344857
WBGene00172634	15694361	15694381
WBGene00172635	5515093	5515113
WBGene00172636	16670365	16670385
WBGene00172637	16914105	16914125
WBGene00172638	13613047	13613067
WBGene00172639	14977305	14977325
WBGene00172640	16596002	16596022
WBGene00172641	16449922	16449942
WBGene00172642	14990531	14990551
WBGene00172643	5874848	5874868
WBGene00172644	14641888	14641908
WBGene00172645	4786735	4786755
WBGene00172646	17208113	17208133
WBGene00172647	16669983	16670003
WBGene00172648	14704382	14704402
WBGene00172649	6055495	6055515
WBGene00172650	5439958	5439978
WBGene00172651	6066040	6066060
WBGene00172652	5135850	5135870
WBGene00172653	5322215	5322235
WBGene00172656	15789859	15789879
WBGene00172657	16674670	16674690
WBGene00172658	12062143	12062163
WBGene00172659	5095223	5095243
WBGene00172660	17221258	17221278
WBGene00172661	6063292	6063312
WBGene00172662	14346700	14346720
WBGene00172663	15435799	15435819
WBGene00172664	16695974	16695994
WBGene00172665	16993641	16993661
WBGene00172666	16149030	16149050
WBGene00172667	15103484	15103504
WBGene00172668	15147353	15147373
WBGene00172669	14120829	14120849
WBGene00172670	15352103	15352123
WBGene00172671	6438604	6438624
WBGene00172672	16073218	16073238
WBGene00172673	16978965	16978985
WBGene00172674	13706960	13706980
WBGene00172675	15495743	15495763
WBGene00172676	16562189	16562209
WBGene00172677	15807607	15807627
WBGene00172678	16050258	16050278
WBGene00172679	15542798	15542818
WBGene00172680	14483204	14483224
WBGene00172681	15433345	15433365
WBGene00172682	16600397	16600417
WBGene00172683	14338242	14338262
WBGene00172685	15138595	15138615
WBGene00172686	4954619	4954639
WBGene00172687	15372752	15372772
WBGene00172688	14724613	14724633
WBGene00172689	4840785	4840805
WBGene00172690	15409826	15409846
WBGene00172692	5958321	5958341
WBGene00172693	15619502	15619522
WBGene00172694	16568489	16568509
WBGene00172695	6047708	6047728
WBGene00172696	15953730	15953750
WBGene00172697	5520068	5520088
WBGene00172698	16629737	16629757
WBGene00172699	16062798	16062818
WBGene00172700	16057715	16057735
WBGene00172701	14286238	14286258
WBGene00172702	16258468	16258488
WBGene00172704	10851402	10851422
WBGene00172705	15583133	15583153
WBGene00172706	4878501	4878521
WBGene00172707	14269694	14269714
WBGene00172708	6070100	6070120
WBGene00172709	6013187	6013207
WBGene00172710	8765058	8765078
WBGene00172711	16621764	16621784
WBGene00172712	17213018	17213038
WBGene00172713	14493923	14493943
WBGene00172714	14050415	14050435
WBGene00172715	14508496	14508516
WBGene00172716	14098138	14098158
WBGene00172717	15585508	15585528
WBGene00172718	14542277	14542297
WBGene00172719	13624678	13624698
WBGene00172720	16832881	16832901
WBGene00172721	13696767	13696787
WBGene00172722	14619198	14619218
WBGene00172723	14088762	14088782
WBGene00172724	16275918	16275938
WBGene00172725	13670119	13670139
WBGene00172726	14380381	14380401
WBGene00172727	6432290	6432310
WBGene00172728	14509220	14509240
WBGene00172730	16521652	16521672
WBGene00172731	16691042	16691062
WBGene00172732	6079280	6079300
WBGene00172733	5882622	5882642
WBGene00172734	6209976	6209996
WBGene00172735	15063784	15063804
WBGene00172736	16180035	16180055
WBGene00172737	15306171	15306191
WBGene00172738	15280815	15280835
WBGene00172739	16213862	16213882
WBGene00172740	15560943	15560963
WBGene00172741	5195445	5195465
WBGene00172742	14031867	14031887
WBGene00172743	16176186	16176206
WBGene00172744	15968459	15968479
WBGene00172745	15676486	15676506
WBGene00172746	15506556	15506576
WBGene00172747	15173755	15173775
WBGene00172748	16899929	16899949
WBGene00172749	15701337	15701357
WBGene00172751	16364241	16364261
WBGene00172752	5318046	5318066
WBGene00172753	6180000	6180020
WBGene00172754	5432804	5432824
WBGene00172756	16587180	16587200
WBGene00172757	6398144	6398164
WBGene00172758	5437311	5437331
WBGene00172759	16536902	16536922
WBGene00172760	14914386	14914406
WBGene00172761	17059248	17059268
WBGene00172762	15864241	15864261
WBGene00172763	16461487	16461507
WBGene00172764	16698974	16698994
WBGene00172765	14625219	14625239
WBGene00172766	14865676	14865696
WBGene00172767	16116033	16116053
WBGene00172768	15277169	15277189
WBGene00172769	16010528	16010548
WBGene00172770	6860921	6860941
WBGene00172771	14444663	14444683
WBGene00172772	6479089	6479109
WBGene00172773	14693440	14693460
WBGene00172774	15306252	15306272
WBGene00172775	17237288	17237308
WBGene00172776	15496287	15496307
WBGene00172777	13914315	13914335
WBGene00172778	16032495	16032515
WBGene00172779	14872794	14872814
WBGene00172780	16229704	16229724
WBGene00172781	15480387	15480407
WBGene00172782	14410560	14410580
WBGene00172783	15980187	15980207
WBGene00172784	6750776	6750796
WBGene00172785	15139286	15139306
WBGene00172786	16772577	16772597
WBGene00172787	15811865	15811885
WBGene00172788	5377818	5377838
WBGene00172789	14563421	14563441
WBGene00172791	16437369	16437389
WBGene00172792	6451104	6451124
WBGene00172793	14175565	14175585
WBGene00172794	4990488	4990508
WBGene00172795	6180001	6180021
WBGene00172796	16204049	16204069
WBGene00172797	14887748	14887768
WBGene00172798	14307080	14307100
WBGene00172799	15405588	15405608
WBGene00172800	16021586	16021606
WBGene00172801	15293678	15293698
WBGene00172803	16034859	16034879
WBGene00172804	15615871	15615891
WBGene00172805	13754644	13754664
WBGene00172806	13906383	13906403
WBGene00172807	16978250	16978270
WBGene00172808	15668753	15668773
WBGene00172809	14595191	14595211
WBGene00172810	13993796	13993816
WBGene00172811	14489176	14489196
WBGene00172812	13897008	13897028
WBGene00172813	5643694	5643714
WBGene00172814	13197962	13197982
WBGene00172815	15915439	15915459
WBGene00172816	5787923	5787943
WBGene00172817	13730710	13730730
WBGene00172818	7329598	7329618
WBGene00172819	14056166	14056186
WBGene00172820	15246662	15246682
WBGene00172821	16543977	16543997
WBGene00172822	15887052	15887072
WBGene00172823	13718862	13718882
WBGene00172824	14129932	14129952
WBGene00172825	15625241	15625261
WBGene00172826	16604670	16604690
WBGene00172827	5925908	5925928
WBGene00172828	5976938	5976958
WBGene00172829	14401112	14401132
WBGene00172830	6069888	6069908
WBGene00172831	16884669	16884689
WBGene00172832	5933516	5933536
WBGene00172834	16540705	16540725
WBGene00172835	15508779	15508799
WBGene00172836	13802431	13802451
WBGene00172837	16870187	16870207
WBGene00172838	14932520	14932540
WBGene00172839	16391321	16391341
WBGene00172840	5776608	5776628
WBGene00172841	15631885	15631905
WBGene00172842	16872631	16872651
WBGene00172843	13674712	13674732
WBGene00172844	15581447	15581467
WBGene00172845	5710902	5710922
WBGene00172846	16897669	16897689
WBGene00172847	15976595	15976615
WBGene00172848	16220991	16221011
WBGene00172850	15152396	15152416
WBGene00172851	16271053	16271073
WBGene00172852	15298415	15298435
WBGene00172853	6495127	6495147
WBGene00172854	10318429	10318449
WBGene00172855	15655740	15655760
WBGene00172856	16810981	16811001
WBGene00172857	16772868	16772888
WBGene00172858	6602669	6602689
WBGene00172859	15615257	15615277
WBGene00172860	16126515	16126535
WBGene00172863	5978469	5978489
WBGene00172864	4871639	4871659
WBGene00172865	15885749	15885769
WBGene00172866	6292868	6292888
WBGene00172867	5762390	5762410
WBGene00172868	6623250	6623270
WBGene00172870	5966314	5966334
WBGene00172871	5132236	5132256
WBGene00172872	16751399	16751419
WBGene00172873	16144295	16144315
WBGene00172874	15900541	15900561
WBGene00172875	13911234	13911254
WBGene00172876	5575482	5575502
WBGene00172877	14884510	14884530
WBGene00172878	16603464	16603484
WBGene00172879	5149288	5149308
WBGene00172880	15344746	15344766
WBGene00172881	14978015	14978035
WBGene00172882	6041129	6041149
WBGene00172883	16978466	16978486
WBGene00172884	17035802	17035822
WBGene00172885	5724227	5724247
WBGene00172887	15840132	15840152
WBGene00172888	16173739	16173759
WBGene00172889	13605218	13605238
WBGene00172890	15869031	15869051
WBGene00172891	15733522	15733542
WBGene00172892	15953460	15953480
WBGene00172893	15378054	15378074
WBGene00172894	15903660	15903680
WBGene00172895	6275531	6275551
WBGene00172896	15126995	15127015
WBGene00172897	16245857	16245877
WBGene00172898	14980752	14980772
WBGene00172899	15621655	15621675
WBGene00172900	5331024	5331044
WBGene00172901	14922155	14922175
WBGene00172902	13613260	13613280
WBGene00172903	15396787	15396807
WBGene00172904	16571910	16571930
WBGene00172905	17162266	17162286
WBGene00172906	15127211	15127231
WBGene00172907	16450854	16450874
WBGene00172908	13675387	13675407
WBGene00172909	5762172	5762192
WBGene00172910	6026725	6026745
WBGene00172911	5000856	5000876
WBGene00172912	6505283	6505303
WBGene00172913	16559071	16559091
WBGene00172914	5345578	5345598
WBGene00172915	16124786	16124806
WBGene00172916	14390122	14390142
WBGene00172917	14133037	14133057
WBGene00172918	10541043	10541063
WBGene00172919	6282284	6282304
WBGene00172920	16123816	16123836
WBGene00172921	15725714	15725734
WBGene00172922	6131400	6131420
WBGene00172923	6407297	6407317
WBGene00172924	5927384	5927404
WBGene00172925	14037610	14037630
WBGene00172927	14354294	14354314
WBGene00172928	14298441	14298461
WBGene00172929	16178837	16178857
WBGene00172930	13721297	13721317
WBGene00172931	6544393	6544413
WBGene00172932	15057034	15057054
WBGene00172933	14818132	14818152
WBGene00172934	15212406	15212426
WBGene00172936	14048365	14048385
WBGene00172937	11839880	11839900
WBGene00172938	15405289	15405309
WBGene00172939	5010874	5010894
WBGene00172940	15492519	15492539
WBGene00172941	17198696	17198716
WBGene00172942	5143560	5143580
WBGene00172943	15397082	15397102
WBGene00172944	15668752	15668772
WBGene00172945	14713083	14713103
WBGene00172946	6639512	6639532
WBGene00172947	14674555	14674575
WBGene00172948	17059251	17059271
WBGene00172949	6246982	6247002
WBGene00172950	15358586	15358606
WBGene00172951	16508195	16508215
WBGene00172952	6432699	6432719
WBGene00172953	5508115	5508135
WBGene00172954	15128283	15128303
WBGene00172955	15899535	15899555
WBGene00172956	16817130	16817150
WBGene00172958	15630466	15630486
WBGene00172959	15369437	15369457
WBGene00172960	8879393	8879413
WBGene00172961	14726813	14726833
WBGene00172962	14917054	14917074
WBGene00172963	5592956	5592976
WBGene00172964	14650854	14650874
WBGene00172965	16820975	16820995
WBGene00172966	14743741	14743761
WBGene00172967	13724168	13724188
WBGene00172968	9466536	9466556
WBGene00172969	16577737	16577757
WBGene00172970	14040034	14040054
WBGene00172971	15858476	15858496
WBGene00172972	5842537	5842557
WBGene00172973	14438137	14438157
WBGene00172974	5281768	5281788
WBGene00172975	14030115	14030135
WBGene00172976	13797407	13797427
WBGene00172977	15504699	15504719
WBGene00172978	16975905	16975925
WBGene00172979	13898254	13898274
WBGene00172980	15866574	15866594
WBGene00172981	16568428	16568448
WBGene00172982	16186292	16186312
WBGene00172983	15532814	15532834
WBGene00172984	15806684	15806704
WBGene00172985	6191472	6191492
WBGene00172986	5910786	5910806
WBGene00172987	5725882	5725902
WBGene00172988	15566700	15566720
WBGene00172989	16985181	16985201
WBGene00172990	5345134	5345154
WBGene00172991	14731056	14731076
WBGene00172992	6563645	6563665
WBGene00172993	15168944	15168964
WBGene00172994	13683849	13683869
WBGene00172995	13765965	13765985
WBGene00172996	16796002	16796022
WBGene00172997	14475461	14475481
WBGene00172998	14880607	14880627
WBGene00172999	5809208	5809228
WBGene00173001	14370925	14370945
WBGene00173002	15615432	15615452
WBGene00173003	16085406	16085426
WBGene00173004	6058040	6058060
WBGene00173005	15429526	15429546
WBGene00173006	14086709	14086729
WBGene00173007	15550466	15550486
WBGene00173008	14273695	14273715
WBGene00173009	16185745	16185765
WBGene00173010	15319670	15319690
WBGene00173011	14926125	14926145
WBGene00173012	15398543	15398563
WBGene00173013	15092940	15092960
WBGene00173014	14438139	14438159
WBGene00173015	5505534	5505554
WBGene00173016	6298179	6298199
WBGene00173017	16068938	16068958
WBGene00173018	6038598	6038618
WBGene00173019	6343409	6343429
WBGene00173020	14027382	14027402
WBGene00173021	5532232	5532252
WBGene00173022	15367511	15367531
