From	To	Species	Gene Name
182907	NM_075373	Caenorhabditis elegans	hypothetical protein(C25F9.8)
182906	NM_075375	Caenorhabditis elegans	hypothetical protein(C25F9.6)
182908	NM_075378	Caenorhabditis elegans	hypothetical protein(C25F9.9)
190869	NM_070471	Caenorhabditis elegans	Prion-like-(Q/N-rich)-domain-bearing protein(pqn-76)
191999	NM_001330797	Caenorhabditis elegans	Seven TM Receptor(str-114)
191999	NM_071622	Caenorhabditis elegans	Seven TM Receptor(str-114)
190868	NM_001307504	Caenorhabditis elegans	hypothetical protein(Y104H12D.3)
190868	NM_067650	Caenorhabditis elegans	hypothetical protein(Y104H12D.3)
190864	NM_077571	Caenorhabditis elegans	hypothetical protein(Y102F5A.1)
191996	NM_072994	Caenorhabditis elegans	Seven TM Receptor(str-94)
190865	NM_001307551	Caenorhabditis elegans	Nuclear Hormone Receptor family(nhr-41)
190865	NM_001307552	Caenorhabditis elegans	Nuclear Hormone Receptor family(nhr-41)
190865	NM_067672	Caenorhabditis elegans	Nuclear Hormone Receptor family(nhr-41)
190865	NM_001307577	Caenorhabditis elegans	Nuclear Hormone Receptor family(nhr-41)
190865	NM_001307576	Caenorhabditis elegans	Nuclear Hormone Receptor family(nhr-41)
191995	NM_072691	Caenorhabditis elegans	Seven TM Receptor(str-90)
191998	NM_071624	Caenorhabditis elegans	Seven TM Receptor(str-113)
191998	NM_001330799	Caenorhabditis elegans	Seven TM Receptor(str-113)
13184419	NM_001267153	Caenorhabditis elegans	hypothetical protein(M151.9)
191997	NM_072408	Caenorhabditis elegans	Seven TM Receptor(str-112)
190860	NM_066075	Caenorhabditis elegans	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit(Y102E9.2)
190860	NM_001129250	Caenorhabditis elegans	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit(Y102E9.2)
191992	NM_072920	Caenorhabditis elegans	Seven TM Receptor(str-85)
190861	NM_066077	Caenorhabditis elegans	hypothetical protein(Y102E9.3)
191991	NM_072918	Caenorhabditis elegans	Seven TM Receptor(str-84)
191994	NM_072921	Caenorhabditis elegans	Seven TM Receptor(str-87)
191993	NM_072919	Caenorhabditis elegans	Seven TM Receptor(str-86)
191990	NM_071705	Caenorhabditis elegans	Seven TM Receptor(str-83)
190859	NM_075975	Caenorhabditis elegans	hypothetical protein(Y102A11A.7)
190855	NM_074898	Caenorhabditis elegans	Serpentine Receptor, class Z(srz-95)
191988	NM_075962	Caenorhabditis elegans	Seven TM Receptor(str-79)
190857	NM_075977	Caenorhabditis elegans	hypothetical protein(Y102A11A.1)
191989	NM_071704	Caenorhabditis elegans	Seven TM Receptor(str-82)
190851	NM_074899	Caenorhabditis elegans	Seven TM Receptor(str-217)
191987	NM_071286	Caenorhabditis elegans	Seven TM Receptor(str-76)
190852	NM_074900	Caenorhabditis elegans	Serpentine Receptor, class I(sri-9)
191986	NM_071449	Caenorhabditis elegans	Seven TM Receptor(str-69)
190853	NM_074901	Caenorhabditis elegans	Serpentine Receptor, class H(srh-131)
191985	NM_071450	Caenorhabditis elegans	Seven TM Receptor(str-68)
191985	NM_001318268	Caenorhabditis elegans	Seven TM Receptor(str-68)
190854	NM_074902	Caenorhabditis elegans	Serpentine Receptor, class I(sri-69)
191984	NM_070970	Caenorhabditis elegans	Seven TM Receptor(str-67)
191983	NM_071448	Caenorhabditis elegans	Seven TM Receptor(str-66)
191982	NM_071506	Caenorhabditis elegans	Seven TM Receptor(str-64)
191981	NM_071530	Caenorhabditis elegans	Seven TM Receptor(str-63)
190850	NM_074897	Caenorhabditis elegans	hypothetical protein(Y102A5C.27)
191980	NM_068715	Caenorhabditis elegans	Seven TM Receptor(str-48)
188311	NM_063249	Caenorhabditis elegans	Mediator of RNA polymerase II transcription subunit 10(mdt-10)
188312	NM_068982	Caenorhabditis elegans	hypothetical protein(T09A12.1)
188310	NM_063247	Caenorhabditis elegans	hypothetical protein(T09A5.4)
188315	NM_001263186	Caenorhabditis elegans	hypothetical protein(T09B4.3)
188315	NM_001263185	Caenorhabditis elegans	hypothetical protein(T09B4.3)
188316	NM_059377	Caenorhabditis elegans	hypothetical protein(T09B4.4)
188313	NR_131582	Caenorhabditis elegans	Glutathione peroxidase(gpx-6)
188313	NM_001028197	Caenorhabditis elegans	Glutathione peroxidase(gpx-6)
188314	NM_068979	Caenorhabditis elegans	Osm-9 and Capsaicin receptor-Related(ocr-2)
188314	NM_001313034	Caenorhabditis elegans	Osm-9 and Capsaicin receptor-Related(ocr-2)
188317	NM_059374	Caenorhabditis elegans	hypothetical protein(T09B4.6)
188318	NM_059375	Caenorhabditis elegans	hypothetical protein(T09B4.7)
188330	NM_060721	Caenorhabditis elegans	Nuclear hormone receptor family member nhr-217(nhr-217)
188321	NM_077237	Caenorhabditis elegans	hypothetical protein(T09B9.3)
188322	NM_077240	Caenorhabditis elegans	hypothetical protein(T09B9.5)
188323	NM_072022	Caenorhabditis elegans	Serpentine receptor class gamma(srg-27)
188324	NM_072024	Caenorhabditis elegans	hypothetical protein(T09D3.3)
13223505	NM_001270292	Caenorhabditis elegans	hypothetical protein(C29F7.10)
188325	NM_072026	Caenorhabditis elegans	Nuclear Hormone Receptor family(nhr-216)
188326	NM_072023	Caenorhabditis elegans	Serpentine receptor class gamma(srg-25)
188327	NM_073878	Caenorhabditis elegans	hypothetical protein(T09E8.4)
188328	NR_069862	Caenorhabditis elegans	Serpentine Receptor, class I(sri-6)
188328	NM_001269552	Caenorhabditis elegans	Serpentine Receptor, class I(sri-6)
188329	NM_060720	Caenorhabditis elegans	GLuCuronosylTransferase-like(glct-1)
188341	NM_074336	Caenorhabditis elegans	Hexosyltransferase(T09F5.1)
188340	NM_063834	Caenorhabditis elegans	Zinc finger putative Transcription Factor family(ztf-27)
188337	NM_060724	Caenorhabditis elegans	hypothetical protein(T09E11.9)
187203	NM_070938	Caenorhabditis elegans	hypothetical protein(K09C6.6)
13191323	NM_001268183	Caenorhabditis elegans	hypothetical protein(Y47D3A.34)
188338	NM_060723	Caenorhabditis elegans	Hexosyltransferase(T09E11.10)
187202	NM_070939	Caenorhabditis elegans	Serpentine Receptor, class BC (class B-like)(srbc-13)
188335	NM_060726	Caenorhabditis elegans	O-ACyltransferase homolog(oac-45)
188336	NM_060725	Caenorhabditis elegans	hypothetical protein(T09E11.8)
187204	NM_070942	Caenorhabditis elegans	hypothetical protein(K09C6.9)
188333	NM_060727	Caenorhabditis elegans	O-ACyltransferase homolog(oac-44)
188334	NM_060729	Caenorhabditis elegans	hypothetical protein(T09E11.6)
13197969	NM_001268585	Caenorhabditis elegans	hypothetical protein(F13E9.19)
188331	NM_060730	Caenorhabditis elegans	hypothetical protein(T09E11.3)
187201	NM_001313217	Caenorhabditis elegans	Serpentine Receptor, class BC (class B-like)(srbc-12)
187201	NM_070940	Caenorhabditis elegans	Serpentine Receptor, class BC (class B-like)(srbc-12)
188332	NM_060728	Caenorhabditis elegans	O-ACyltransferase homolog(oac-43)
187200	NM_001313216	Caenorhabditis elegans	hypothetical protein(K09C6.3)
187200	NM_070941	Caenorhabditis elegans	hypothetical protein(K09C6.3)
187206	NM_077432	Caenorhabditis elegans	Glycosyltransferase-like protein LARGE(lge-1)
13184428	NM_001267154	Caenorhabditis elegans	hypothetical protein(F19B10.13)
187209	NM_071720	Caenorhabditis elegans	CYtochrome P450 family(cyp-35A3)
187208	NM_071721	Caenorhabditis elegans	hypothetical protein(K09D9.1)
188350	NM_071696	Caenorhabditis elegans	CYtochrome P450 family(cyp-34A4)
187216	NM_077067	Caenorhabditis elegans	hypothetical protein(K09E2.2)
187215	NM_077068	Caenorhabditis elegans	hypothetical protein(K09E2.1)
188348	NM_074344	Caenorhabditis elegans	hypothetical protein(T09F5.10)
188342	NM_074337	Caenorhabditis elegans	hypothetical protein(T09F5.2)
187212	NM_071713	Caenorhabditis elegans	Serpentine Receptor, class X(srx-62)
188343	NM_074341	Caenorhabditis elegans	Seven TM Receptor(str-45)
187211	NM_071712	Caenorhabditis elegans	hypothetical protein(K09D9.9)
188344	NM_074338	Caenorhabditis elegans	Serpentine Receptor, class H(srh-55)
187210	NM_071719	Caenorhabditis elegans	hypothetical protein(K09D9.3)
187219	NM_078371	Caenorhabditis elegans	hypothetical protein(K09E3.2)
187217	NM_077066	Caenorhabditis elegans	hypothetical protein(K09E2.3)
13191306	NM_001268178	Caenorhabditis elegans	hypothetical protein(Y48A6C.6)
188362	NM_063713	Caenorhabditis elegans	Putative cytochrome P450 CYP13A7(cyp-13A7)
188360	NM_063708	Caenorhabditis elegans	Putative cytochrome P450 CYP13A2(cyp-13A2)
188361	NM_063707	Caenorhabditis elegans	Putative cytochrome P450 CYP13A1(cyp-13A1)
13220525	NM_001270088	Caenorhabditis elegans	hypothetical protein(C31H2.14)
188356	NM_063711	Caenorhabditis elegans	Putative cytochrome P450 CYP13A5(cyp-13A5)
188355	NM_063710	Caenorhabditis elegans	Putative cytochrome P450 CYP13A4(cyp-13A4)
13184485	NM_001267155	Caenorhabditis elegans	hypothetical protein(T24E12.13)
188353	NM_071115	Caenorhabditis elegans	hypothetical protein(T10B5.8)
188359	NM_063709	Caenorhabditis elegans	Putative cytochrome P450 CYP13A3(cyp-13A3)
188358	NM_063714	Caenorhabditis elegans	Putative cytochrome P450 CYP13A8(cyp-13A8)
188357	NM_063712	Caenorhabditis elegans	Putative cytochrome P450 CYP13A6(cyp-13A6)
188370	NM_059578	Caenorhabditis elegans	hypothetical protein(T10B11.5)
188371	NM_001047218	Caenorhabditis elegans	hypothetical protein(T10B11.7)
188371	NM_001047217	Caenorhabditis elegans	hypothetical protein(T10B11.7)
188372	NM_074620	Caenorhabditis elegans	Seven TM Receptor(str-232)
188373	NM_074619	Caenorhabditis elegans	hypothetical protein(T10C6.2)
188374	NM_074621	Caenorhabditis elegans	Serpentine Receptor, class X(srx-43)
188365	NM_078117	Caenorhabditis elegans	hypothetical protein(T10B10.8)
188364	NM_078119	Caenorhabditis elegans	Osm-9 and Capsaicin receptor-Related(ocr-3)
188369	NM_059577	Caenorhabditis elegans	hypothetical protein(T10B11.4)
188368	NM_059581	Caenorhabditis elegans	Putative pterin-4-alpha-carbinolamine dehydratase(pcbd-1)
188384	NM_059479	Caenorhabditis elegans	hypothetical protein(T10E9.6)
188385	NM_059482	Caenorhabditis elegans	hypothetical protein(T10E9.8)
188382	NM_062058	Caenorhabditis elegans	hypothetical protein(T10D4.11)
188383	NM_059477	Caenorhabditis elegans	hypothetical protein(T10E9.5)
188380	NM_062059	Caenorhabditis elegans	hypothetical protein(T10D4.1)
188381	NM_062050	Caenorhabditis elegans	hypothetical protein(T10D4.7)
13219436	NM_001270063	Caenorhabditis elegans	hypothetical protein(F52D2.12)
188376	NM_074627	Caenorhabditis elegans	hypothetical protein(T10C6.7)
188375	NM_074622	Caenorhabditis elegans	Serpentine Receptor, class X(srx-44)
188393	NM_074380	Caenorhabditis elegans	hypothetical protein(T10H4.4)
188394	NM_074381	Caenorhabditis elegans	Serpentine Receptor, class W(srw-16)
188395	NM_074382	Caenorhabditis elegans	Serpentine Receptor, class W(srw-17)
188390	NM_073944	Caenorhabditis elegans	hypothetical protein(T10G3.4)
188390	NM_001276952	Caenorhabditis elegans	hypothetical protein(T10G3.4)
188391	NM_074388	Caenorhabditis elegans	Seven TM Receptor(str-96)
188392	NM_074379	Caenorhabditis elegans	Serpentine Receptor, class W(srw-22)
3896792	NM_001038304	Caenorhabditis elegans	hypothetical protein(C09G12.17)
3896791	NM_001038303	Caenorhabditis elegans	Homolog of Odr-2 (Two)(hot-9)
3896791	NM_001306843	Caenorhabditis elegans	Homolog of Odr-2 (Two)(hot-9)
3896790	NM_001038318	Caenorhabditis elegans	hypothetical protein(D2024.10)
3896798	NM_001038352	Caenorhabditis elegans	hypothetical protein(Y54G2A.41)
3896799	NM_001038353	Caenorhabditis elegans	hypothetical protein(Y54G2A.42)
3896796	NM_001038350	Caenorhabditis elegans	hypothetical protein(Y48A5A.3)
3896796	NM_001307650	Caenorhabditis elegans	hypothetical protein(Y48A5A.3)
3896797	NM_001038351	Caenorhabditis elegans	hypothetical protein(Y54G2A.40)
3896794	NM_001038311	Caenorhabditis elegans	hypothetical protein(C18H7.11)
3896795	NM_001038330	Caenorhabditis elegans	hypothetical protein(H06H21.11)
188387	NM_065693	Caenorhabditis elegans	hypothetical protein(T10F2.2)
188386	NM_076656	Caenorhabditis elegans	hypothetical protein(T10E10.3)
188389	NM_073943	Caenorhabditis elegans	hypothetical protein(T10G3.2)
188388	NM_073942	Caenorhabditis elegans	hypothetical protein(T10G3.1)
187267	NM_070086	Caenorhabditis elegans	hypothetical protein(K10D11.2)
187266	NM_070085	Caenorhabditis elegans	Downstream Of DAF-16 (regulated by DAF-16)(dod-17)
187265	NR_069455	Caenorhabditis elegans	hypothetical protein(K10D6.3)
187265	NM_001269379	Caenorhabditis elegans	hypothetical protein(K10D6.3)
187269	NM_070090	Caenorhabditis elegans	hypothetical protein(K10D11.4)
187268	NM_001268764	Caenorhabditis elegans	hypothetical protein(K10D11.3)
187268	NM_001268762	Caenorhabditis elegans	hypothetical protein(K10D11.3)
187268	NM_001268763	Caenorhabditis elegans	hypothetical protein(K10D11.3)
3565124	NM_073618	Caenorhabditis elegans	aspartyl(D) Amino-acyl tRNA Synthetase(dars-2)
3565125	NM_001028606	Caenorhabditis elegans	hypothetical protein(F09C6.13)
3565122	NM_001027294	Caenorhabditis elegans	hypothetical protein(Y53C12B.7)
3565123	NM_001027255	Caenorhabditis elegans	Nematode Specific Peptide family, group E(nspe-2)
3565128	NM_001026658	Caenorhabditis elegans	ADiPose (Drosophila obesity gene) Related(adpr-1)
3565128	NM_001306480	Caenorhabditis elegans	ADiPose (Drosophila obesity gene) Related(adpr-1)
3565128	NM_001306481	Caenorhabditis elegans	ADiPose (Drosophila obesity gene) Related(adpr-1)
3565128	NM_001306479	Caenorhabditis elegans	ADiPose (Drosophila obesity gene) Related(adpr-1)
13185579	NM_001267190	Caenorhabditis elegans	hypothetical protein(C04A2.15)
3565129	NM_067337	Caenorhabditis elegans	SET (trithorax/polycomb) domain containing(set-25)
3565127	NM_001026794	Caenorhabditis elegans	Serpentine Receptor, class Z(srz-67)
187270	NM_070089	Caenorhabditis elegans	hypothetical protein(K10D11.5)
187273	NM_171060	Caenorhabditis elegans	Phosphoinositide phospholipase C(pll-1)
187273	NM_171059	Caenorhabditis elegans	Phosphoinositide phospholipase C(pll-1)
187275	NM_064794	Caenorhabditis elegans	hypothetical protein(K10F12.6)
187278	NM_074973	Caenorhabditis elegans	hypothetical protein(K10G4.3)
3565111	NM_001026973	Caenorhabditis elegans	hypothetical protein(F34D6.8)
3565112	NM_001029259	Caenorhabditis elegans	hypothetical protein(C25B8.8)
3565113	NR_131666	Caenorhabditis elegans	Serpentine Receptor, class Z(srz-38)
3565113	NM_001047457	Caenorhabditis elegans	Serpentine Receptor, class Z(srz-38)
3565113	NM_001047456	Caenorhabditis elegans	Serpentine Receptor, class Z(srz-38)
3565115	NM_001269294	Caenorhabditis elegans	hypothetical protein(C35A5.11)
3565115	NM_001269295	Caenorhabditis elegans	hypothetical protein(C35A5.11)
3565116	NM_059198	Caenorhabditis elegans	hypothetical protein(F27C1.11)
3565117	NM_001027144	Caenorhabditis elegans	hypothetical protein(T05C12.11)
3565118	NM_001269753	Caenorhabditis elegans	Nuclear Hormone Receptor family(nhr-283)
3565118	NM_001269752	Caenorhabditis elegans	Nuclear Hormone Receptor family(nhr-283)
3565110	NM_001029076	Caenorhabditis elegans	Mitochondrial Ribosomal Protein, Large(mrpl-39)
3565110	NR_132516	Caenorhabditis elegans	Mitochondrial Ribosomal Protein, Large(mrpl-39)
13198270	NR_131610	Caenorhabditis elegans	hypothetical protein(ZK809.9)
13198270	NM_001307006	Caenorhabditis elegans	hypothetical protein(ZK809.9)
13198270	NM_001268647	Caenorhabditis elegans	hypothetical protein(ZK809.9)
187282	NM_062302	Caenorhabditis elegans	Delta and OSM-11-like(dos-2)
187283	NM_066874	Caenorhabditis elegans	hypothetical protein(K10G9.2)
187284	NM_064610	Caenorhabditis elegans	hypothetical protein(K10H10.5)
187285	NM_064611	Caenorhabditis elegans	hypothetical protein(K10H10.6)
187288	NM_072349	Caenorhabditis elegans	hypothetical protein(K11C4.2)
187287	NM_064613	Caenorhabditis elegans	hypothetical protein(K10H10.9)
3565108	NM_001028771	Caenorhabditis elegans	Serpentine Receptor, class M(srm-5)
187286	NM_064612	Caenorhabditis elegans	hypothetical protein(K10H10.7)
3565109	NM_001027071	Caenorhabditis elegans	hypothetical protein(K08F8.7)
3565106	NM_001028354	Caenorhabditis elegans	hypothetical protein(Y57G11C.41)
3565104	NM_001028640	Caenorhabditis elegans	hypothetical protein(F17C11.13)
3565104	NM_001307763	Caenorhabditis elegans	hypothetical protein(F17C11.13)
3565105	NM_001028291	Caenorhabditis elegans	hypothetical protein(Y41E3.18)
3565102	NM_001306784	Caenorhabditis elegans	hypothetical protein(F58F9.9)
3565102	NM_001028073	Caenorhabditis elegans	hypothetical protein(F58F9.9)
13218346	NM_001269898	Caenorhabditis elegans	hypothetical protein(C54E10.7)
3565103	NM_058270	Caenorhabditis elegans	hypothetical protein(Y48G1C.9)
3565100	NM_001028168	Caenorhabditis elegans	GLoBin related(glb-21)
13218338	NM_001269897	Caenorhabditis elegans	hypothetical protein(C54E10.10)
187295	NM_077893	Caenorhabditis elegans	hypothetical protein(K11E4.1)
187296	NM_077894	Caenorhabditis elegans	hypothetical protein(K11E4.2)
187293	NM_071949	Caenorhabditis elegans	hypothetical protein(K11D12.6)
187294	NM_071952	Caenorhabditis elegans	hypothetical protein(K11D12.8)
187291	NM_001264989	Caenorhabditis elegans	hypothetical protein(K11D2.4)
187291	NM_001264990	Caenorhabditis elegans	hypothetical protein(K11D2.4)
187291	NM_001047213	Caenorhabditis elegans	hypothetical protein(K11D2.4)
187291	NM_001047212	Caenorhabditis elegans	hypothetical protein(K11D2.4)
187291	NM_001264992	Caenorhabditis elegans	hypothetical protein(K11D2.4)
187292	NM_001129504	Caenorhabditis elegans	Serpentine Receptor, class R(srr-4)
187292	NM_071946	Caenorhabditis elegans	Serpentine Receptor, class R(srr-4)
187290	NM_060771	Caenorhabditis elegans	hypothetical protein(K11D2.1)
187290	NM_001313472	Caenorhabditis elegans	hypothetical protein(K11D2.1)
187297	NM_077895	Caenorhabditis elegans	PON (paraoxonase) and MEC-6 Like(poml-1)
187228	NM_076901	Caenorhabditis elegans	hypothetical protein(K09F5.4)
187229	NM_076905	Caenorhabditis elegans	Histone-lysine N-methyltransferase(set-12)
187222	NM_078369	Caenorhabditis elegans	hypothetical protein(K09E3.6)
187223	NM_078374	Caenorhabditis elegans	hypothetical protein(K09E3.7)
187221	NM_078368	Caenorhabditis elegans	hypothetical protein(K09E3.5)
189486	NM_001316839	Caenorhabditis elegans	hypothetical protein(Y19D10A.8)
189486	NM_001316838	Caenorhabditis elegans	hypothetical protein(Y19D10A.8)
187227	NM_076906	Caenorhabditis elegans	hypothetical protein(K09F5.1)
187224	NM_001268710	Caenorhabditis elegans	O-ACyltransferase homolog(oac-57)
187224	NM_001268709	Caenorhabditis elegans	O-ACyltransferase homolog(oac-57)
187224	NR_056797	Caenorhabditis elegans	O-ACyltransferase homolog(oac-57)
189488	NR_133589	Caenorhabditis elegans	hypothetical protein(Y19D10A.11)
189488	NM_001316829	Caenorhabditis elegans	hypothetical protein(Y19D10A.11)
189488	NM_001316828	Caenorhabditis elegans	hypothetical protein(Y19D10A.11)
187225	NM_001307054	Caenorhabditis elegans	O-ACyltransferase homolog(oac-58)
187225	NM_069944	Caenorhabditis elegans	O-ACyltransferase homolog(oac-58)
